x	y	velocity[m]
3.2853398652761197	0.8933517913818889	8.2332441707337	-1.3398641173307068e-20
3.2322240519586103	0.7538180664483658	8.41458403808049	0.00032562335258294866
3.178972586527994	0.6143360555579385	8.592015910663756	0.0006513200704715862
3.12544997682172	0.47495786493193215	8.765783675182748	0.0009766459751431235
3.071521042449138	0.3357363884214024	8.93610676815418	0.0013030121004060497
3.01705116785814	0.19672566210478948	9.103183485051296	0.0016252404926201908
2.9619061700739238	0.05798137284638827	9.267193730491654	0.001959826370710764
2.90595490997263	-0.0804397389532081	9.428301329134548	0.0021995452090695588
2.849104247622458	-0.21849389842231304	9.586655979816234	0.0022929677856745627
2.791308174871771	-0.3561549362299399	9.742394886034608	0.002412715248353312
2.7325222575144323	-0.49339619813558144	9.895644200733132	0.0025259882030322627
2.6727023675770756	-0.6301899366000363	10.046520206858649	0.002644825927166
2.611805226249354	-0.7665075387364215	10.195130411216072	0.0027556120478394075
2.5497841853145093	-0.9023174363846245	10.34157434444239	0.0028442906908677157
2.486639656610988	-1.0376086734776262	10.485944569592073	0.002298312097869446
2.4225781547880434	-1.1724681326430364	10.628327107150097	0.0015437079264517641
2.357893396389576	-1.3070297591442515	10.652909625827347	0.000837951480296105
2.29287276085749	-1.4414294166923156	10.438362256946643	0.0001200871344252664
2.2278035654277897	-1.575805566702984	10.219213983349734	-0.0005924194803746692
2.162972642112626	-1.710296850631333	9.995153050937185	-0.0012993542779234754
2.098660408927346	-1.845036867591129	9.765830791781076	-0.001639385322059308
2.0349745138295283	-1.980074139734235	9.53085464341726	-0.0010888408959175604
1.9717297111876775	-2.115318520858642	9.289780818835514	-0.0005819507594015586
1.9087197045651347	-2.25067246641545	9.042103587307992	-6.287482647765238e-05
1.8457348384493795	-2.3860381035706677	8.787242865241916	0.00045242709710241225
1.78256784004129	-2.521318866922397	8.524527622955269	0.0010032952435199693
1.7189929734663512	-2.6564083850045055	8.253174749484879	0.0014092293957551356
1.654873083327482	-2.7912400686081353	7.972260345044643	0.0007226271630090056
1.5904869852896582	-2.9259449029069344	7.68068157175438	-0.0007562017551800583
1.5264009672232284	-3.0607926998848543	7.377104057825895	-0.0020761823411173173
1.4631520573747796	-3.1960352512143206	7.059885866240774	-0.0033865720420987798
1.4012717278659697	-3.3319090708372103	6.726969367187639	-0.004515345145807825
1.341228173120097	-3.468605664689685	6.375708810667228	-0.005787265159415519
1.283526239042768	-3.606304300117765	6.002622398354081	-0.004178325603280072
1.2274330341871629	-3.7446695702659865	5.602911364797944	0.0026890915679960636
1.170205979606008	-3.882568552567733	5.169709269120428	0.010595046530248607
1.1086382017934024	-4.01858631989698	4.6924424852972555	0.0191349264117805
1.039365925717437	-4.150846084224915	4.153211490773238	0.02937158818235776
0.9587279873102847	-4.276496369528147	3.516325287793413	0.04171520545424629
0.8630624521114445	-4.39111530935042	3.0878316915431365	0.05409601007485879
0.7503457774637639	-4.488940313392471	3.0870806285416785	0.0541223355642173
0.6234120123965976	-4.567554850789662	3.4713575947547692	0.042802956411563856
0.4874815608305685	-4.629297272416534	3.901436385440891	0.03297544499626342
0.34611672272683514	-4.677337173655206	4.284127626063732	0.024840660648405982
0.2015720062843016	-4.714733067758252	4.632632208384807	0.01845368197748999
0.05518539308811832	-4.744095344055919	4.954916207524758	0.012905819607419442
-0.09222989315429864	-4.767764564644963	5.256239926317485	0.009355648281833046
-0.24025783861487504	-4.787232113049774	5.540288170566717	0.009946659670428267
-0.38880285359018707	-4.802238364902863	5.809770666690702	0.012709508687083542
-0.5378105167083511	-4.811606320108999	5.792833172287108	0.01518404543114082
-0.6870890866589949	-4.814204711626068	5.376277732162759	0.017844693100760117
-0.8362931613009312	-4.808848934925004	5.030551014281832	0.020381744812762316
-0.9848966743219041	-4.794427713581245	4.753146080141256	0.02283022286813528
-1.1321740523032204	-4.7699591547315725	4.763198772322901	0.022733958559438407
-1.2774701183745591	-4.735608738283469	5.076646464218033	0.019582324978885856
-1.4205098818108919	-4.692825228541827	5.370740307533105	0.01628655483122765
-1.561298998409816	-4.6431328688654245	5.64873064869335	0.013248200227046817
-1.7000110351615252	-4.587906524255627	5.913040711437328	0.010415372735972305
-1.8369378296835075	-4.528391730927473	6.165536125438737	0.0076937551519100115
-1.9724577760234432	-4.465739412640022	6.407691228547346	0.005330589729410434
-2.1069476174110484	-4.400904731222266	6.640695412587806	0.004643558042710638
-2.24051991560951	-4.334201388132712	6.865523305545294	0.00487927359736576
-2.3731067005555335	-4.2655595242872835	7.082988997170936	0.005034395806688328
-2.504646447630181	-4.19493212870095	7.293777814177764	0.005215426014761028
-2.6350704181922318	-4.122264919068533	7.498474880089472	0.00538860009486281
-2.764307956454706	-4.047508015773445	7.69758402646476	0.005584523840354446
-2.8922826604377594	-3.970609401324026	7.8915428652902175	0.005675418848343401
-3.018938473772649	-3.891557366237194	7.866942841419551	0.00556173526930872
-3.1442647440822578	-3.8104139484944026	7.571145870309518	0.005356721411740425
-3.268277937951389	-3.727277547355513	7.262790237989488	0.005103754053404642
-3.391010842058078	-3.64226247251415	6.940097050642052	0.004787824453889478
-3.512515038665607	-3.5555001084296434	6.6008171646758536	0.004495105972094309
-3.632849442546017	-3.467123159322898	6.2420371330909	0.003961989725263299
-3.7520398617304807	-3.377207801921818	5.859854974110027	0.00719712151155
-3.869254412328284	-3.2847315793301615	5.448844775328792	0.012373335559971575
-3.982962338485004	-3.1879756859876123	5.001029932446993	0.018205875738056973
-4.091224043834778	-3.0851612584879806	4.50376962185223	0.025143607929782374
-4.19144402406689	-2.9744969244477915	3.9345843394771953	0.03331768030581674
-4.280127564557596	-2.8543908921582526	3.4459312809228533	0.04343694268920833
-4.352636472523814	-2.7238891460485917	3.1933679117986395	0.050579503361438384
-4.405154529562103	-2.5841579241502872	3.4220662422010304	0.0440449022588164
-4.438834143543406	-2.43870647362629	3.844520490858799	0.034897001712811085
-4.457167267632046	-2.290537187954696	4.232863238170742	0.026461418816732737
-4.463680427427702	-2.141376956648587	4.585585155837256	0.019263698527794304
-4.46153929256576	-1.9920895772823357	4.911176608132246	0.013495782763712954
-4.453405814550017	-1.8430098428476782	5.215180015562584	0.007514220786755679
-4.4416712324258985	-1.6941691468120679	5.501464583894093	0.007254009419347825
-4.4265779262222775	-1.5456311941711505	5.44910881065962	0.012045244754741885
-4.406148645410802	-1.3977332952906254	5.001320500944016	0.018019479095060593
-4.377761771736184	-1.2511537278734224	4.504096491049438	0.02497919946601688
-4.338498377994138	-1.1071070469431987	3.934960200406762	0.033311315709697
-4.285099257576684	-0.9676887859462688	3.4758347041649067	0.042692761240166834
-4.214420017409351	-0.8361809486263105	3.1588089091483345	0.051692289305998985
-4.124839213532567	-0.716777110385383	3.3192765828799526	0.04681506068053131
-4.019479397042123	-0.6109978022417302	3.7074496627640663	0.03752510778589198
-3.902905284797275	-0.5177194853016385	4.110151264126283	0.029286316174014154
-3.778587200185547	-0.43503807503927483	4.473404035274241	0.022471714424009047
-3.648971420726882	-0.36093620274624527	4.807160695567632	0.0170426055638834
-3.5157484135193515	-0.2935363030675866	5.1177433998141915	0.01206279216505554
-3.380142328313755	-0.2310696442110416	5.409477491328126	0.009286414824617178
-3.2427889264736613	-0.17254319583684818	5.685479600765052	0.010952476326792934
-3.1036028109304405	-0.11852404115920123	5.948080463751872	0.013286440096235325
-2.962380294688315	-0.07007645318324585	5.735890222477578	0.015677283534574413
-2.8190454064281374	-0.028291769831856328	5.330111817656259	0.01815514972246554
-2.673660245193135	0.005673868674332283	5.027695772870536	0.02040490107715965
-2.5264717006193287	0.03070341830186507	4.733498520590191	0.023020141207546134
-2.3779370647132243	0.04578783685695598	4.928847338968458	0.021231551955021584
-2.2287467149657214	0.051525560438387075	5.231759221800341	0.016703123767298832
-2.079455437039785	0.04978204363117378	5.517134469758846	0.012493221698534002
-1.9303333178324742	0.0424669301048084	5.787748557378417	0.008456463407643767
-1.781444093978764	0.031378176911340816	6.045709968975732	0.004613065691211352
-1.6327218513274975	0.018238858006890624	6.292664473527475	0.0008051122949511351
-1.4840317231749527	0.004739663191802634	6.529927480135372	-0.0029617520562734436
-1.335243347305239	-0.0076272454288961455	6.758569290623821	-0.0036916193847795474
-1.1863273419677256	-0.01834964485208701	6.97947629380254	-0.0041592704655720745
-1.037289932491623	-0.0272258901054947	7.193391337290658	-0.00456911684501795
-0.8881455584958999	-0.034073664563504025	7.131356985508307	-0.004890788168725172
-0.7389169582449071	-0.03873910909796585	6.802117961163909	-0.005259557907235085
-0.5896340825246824	-0.041098677442544584	6.455183954392278	-0.005098236866243553
-0.44033254691181156	-0.041049419257991104	6.087281963048072	-0.00680438968751868
-0.29106722926881545	-0.03775220133238122	5.6939663329817405	-0.011540149781773777
-0.1420034766459075	-0.029323565329702816	5.268921503439077	-0.016205375286903027
0.006472366242212146	-0.013640372470238304	4.8026064804393584	-0.021686256920702786
0.15361130907663778	0.011678531007992987	4.2792638051102445	-0.028166595306608897
0.29809190110484174	0.04930118717633647	3.8251751702979644	-0.03525086826971155
0.4377746242593581	0.1020069727668762	3.418554818244678	-0.044135431598904776
0.569734695957731	0.17182766744640254	3.5464593277021463	-0.041009314297368406
0.6923515307472652	0.257000861196909	3.9141909803097796	-0.033665762171589377
0.805773428083052	0.3540868984541845	4.295621305755712	-0.027162158198013986
0.9109437784587531	0.4600593361760943	4.643188197470219	-0.021134601161459193
1.0091849597297031	0.5724861953129796	4.964739104852177	-0.015997050334980827
1.1019280286607085	0.6894898728472008	5.265464208265966	-0.011354687818762223
1.1905729781594818	0.8096282758689437	5.47218201921365	-0.008526682280208128
1.2755469779278084	0.9323903936085784	5.026650429569926	-0.01582909470001122
1.354608894009738	1.059041948653542	4.532547286085128	-0.02342061399612208
1.4245266380722814	1.1909624113418342	3.9681683279615734	-0.03275610856391422
1.4811360247490803	1.329116286659909	3.431901360304618	-0.043792816864546155
1.5192621538224245	1.4734620567413241	3.0674707494777422	-0.05481653936362973
1.5334872065036294	1.6220784146816065	2.834468848687156	-0.06419912338477503
1.5201926120407894	1.77078707134317	2.963699699681245	-0.058722438596986476
1.481425545410227	1.9149800204670022	3.2461448550866074	-0.0489481951920769
1.4216667467755588	2.0518228121926665	3.3508945855196015	-0.045935763927705014
1.3435970353105908	2.1791063426766275	3.3152379722614493	-0.046929190021230645
1.2483578458156988	2.294118430368613	3.1304325034284313	-0.05263368612882258
1.1361886745757221	2.3926546723985016	2.848930494146292	-0.06354900675802662
1.0072666385556044	2.468032564742172	2.4906609364541366	-0.08314636282333407
0.8641163593767196	2.5101210040306494	2.4872652843544074	-0.08337354313099958
0.7149686007969027	2.5160382820502996	2.842816814523065	-0.06382263398140657
0.5674061222241971	2.4933060599926318	3.3680113236295446	-0.044997511990230485
0.4242824775943763	2.450787134188049	3.8113169873661814	-0.030979592442940473
0.2857569701903788	2.395079649441774	4.20306398921471	-0.020915128596231774
0.15100481479997896	2.3307874665979114	4.558290109919593	-0.012832836371801947
0.018830806011862933	2.2613517931213973	4.885831022362558	-0.006030219081824318
-0.11201343756835769	2.1894422522593917	5.191413370275515	-0.0034851046991189088
-0.24210227078340907	2.116177409766534	5.479005914126567	-0.002360181726247105
-0.37167458738342773	2.042001974670283	5.751503598313445	-0.0007798849696594682
-0.5010731886794701	1.9675241581307983	6.011090530847101	0.000789763886650178
-0.6306462789535345	1.893350143665165	6.2594674388521305	0.002308348392011443
-0.7607048910323364	1.8200311737082924	5.8876082557649605	0.0027940340098467444
-0.8914263689022786	1.747900423400898	5.478850407503361	0.005725333226350504
-1.023399220687807	1.6780808379809624	5.03396094758012	0.011638228574132601
-1.1577306996377885	1.6129105989431292	4.540741703123224	0.019269468105215487
-1.2956110367068074	1.5556150129881967	3.9776842277172166	0.02991642556266788
-1.438095163619149	1.510958755635846	3.2986973780733657	0.047401002214226565
-1.585482133148103	1.4871442709947278	2.5706729744503067	0.07805106099928301
-1.7343258547615656	1.4984711809311282	2.071349471930802	0.12021695372701474
-1.8695896937908563	1.5605793464765352	2.1186293276507135	0.11491124105488558
-1.9761880993538945	1.6650718911968632	2.5805337796100924	0.07745569905168412
-2.0553042192099333	1.7916990862941482	3.082475325187474	0.05428417690289682
-2.112595252201495	1.9295941696069328	3.479381682404237	0.042605761236839394
-2.151754577050692	2.073693649070913	3.7158031927689215	0.03735657638447685
-2.174531544898576	2.221269392865768	3.740137285010577	0.03687205877860036
-2.180878889326433	2.3704643639239578	3.572077382789666	0.04042320626289034
-2.1691546480871455	2.519304171463906	3.4336116958337164	0.04374919996042019
-2.13827651580464	2.6653859941703715	3.541388523759689	0.041126838296739195
-2.08979937430526	2.8065965988829102	3.798505802471182	0.03574759972884478
-2.0265970310134014	2.941860229147272	4.191557698710229	0.02858280302013601
-1.9521075726102435	3.071252081038539	4.547753382454191	0.020931079721139
-1.869678242627412	3.1957359137795436	4.876049772855708	0.013231488955467217
-1.7823944689075173	3.316867565490165	5.182246046735154	0.006682401636293313
-1.6926302484429634	3.436170853120343	5.470347648391562	0.004100177121671504
-1.601367891507322	3.554332171420313	5.743276231149929	0.003154751155607462
-1.5090062719578174	3.671636475302325	6.003235175099565	0.0018261552704464878
-1.4160042427788904	3.788433603551713	6.25193695800334	0.0005846353043991887
-1.3227990033960513	3.9050686886700223	6.490745465029252	-0.0006824441145813661
-1.22983128892567	4.021893102372017	6.720767588669433	-0.0019157767271586485
-1.1375386218741639	4.1392517523151735	6.942917320101683	-0.0036657995932710273
-1.0465503857328748	4.257624462226241	6.994155103943875	-0.006184114050097713
-0.9577645956071379	4.377657936074124	6.657778143273744	-0.008767118480200124
-0.872152301864979	4.4999751325453445	6.302435568879295	-0.011414743036530268
-0.7907593023359851	4.625139196186504	5.924420766117022	-0.01408870662905195
-0.7147053660963376	4.753617900237302	5.518607419609035	-0.016936102511373573
-0.6452340779033694	4.885771295034747	5.198743118396226	-0.01908427903105929
-0.5833498920003564	5.021640284696801	5.348984865176132	-0.018027260587899732
-0.5288372143240618	5.160635462897568	5.628108265662588	-0.015190565396742817
-0.48069017737491393	5.3019600616709255	5.893385623684492	-0.012695755475981597
-0.43793552022060567	5.445009059250717	6.146723244054938	-0.01024174043121012
-0.3995782707765585	5.589299342431648	6.38961947157151	-0.007944571377623113
-0.36465081381696507	5.7344577469865765	6.623281803284761	-0.005500103720618991
-0.3321428122218535	5.88017757226134	6.848701524909196	-0.0043031310268032905
-0.3015433195232795	6.026309776671846	7.066701302488849	-0.004931706844060938
-0.27309800544023943	6.17287636693902	7.27797580094276	-0.005807424689160916
-0.24719547994309998	6.319913723875516	6.969019079286349	-0.006476573416231958
-0.22413600350496665	6.467423682621032	6.6312991354538635	-0.006968450784162338
-0.20414793839313106	6.61538101974792	6.274367472997721	-0.007318322015101419
-0.18738533697011484	6.763739400297451	5.894426278883324	-0.007281967849554238
-0.17365706728948815	6.91240663142379	5.486222642744325	-0.0009337927284479982
-0.1603219424514606	7.0611135808768655	5.042046911493548	0.008384949624950242
-0.14324926633642932	7.209437351598263	4.549819326701862	0.018446193831321053
-0.11799029789064264	7.356592447321246	3.9882707144201235	0.030986408159327725
-0.07917549118876188	7.5007591284462425	3.3121145808099848	0.04701774211717168
-0.02047781854138009	7.638040024587086	2.779174411475487	0.0667791473825508
0.06407902403912402	7.761023786958541	2.577530412793242	0.07763630868130003
0.17439376885065627	7.861536682953444	2.746775617328998	0.06836378624430883
0.30299000542276744	7.937432349723339	2.9947340984230335	0.05751166483345826
0.44270377672003924	7.9900864438006725	3.166644851433959	0.051436778093504304
0.5888710900817493	8.020626539704596	3.2486562751702044	0.048872544243587196
0.7379260131219514	8.02949846750961	3.24169865717177	0.04908255845991751
0.8866905388966604	8.016419079430905	3.148012814688277	0.05204745418528523
1.0315948691113466	7.980420092625392	3.093406166209466	0.05390121824270202
1.1689039928463547	7.921711738650673	3.1771805326441256	0.05109621011366764
1.2956854534187148	7.842809768005905	3.264583871558723	0.04839681853663977
1.4096872632301842	7.74637090094736	3.249232766444624	0.04885520347552407
1.5083447037646103	7.634287184537412	3.1416476920218948	0.05225856890320865
1.5881894720078193	7.5081191795912705	2.942496227853332	0.059571789358047675
1.6441654592692707	7.369707951947328	2.6843908980922913	0.0715782307716217
1.669284522017934	7.222587244982721	2.489519001237019	0.08322265831332103
1.6590893876998205	7.073654058315659	2.7938164000260493	0.06608102182875333
1.620069626145881	6.929553493668918	3.328175189343643	0.046545995122279346
1.5613141116005291	6.792296128086653	3.7767824936142342	0.03121365754847457
1.4899090305662366	6.661173285823642	4.172104896185315	0.019659169044226373
1.4108336914962383	6.534530430947738	4.52996451339276	0.01052885093259334
1.3278201922620294	6.4104342949461905	4.859552119886816	0.0016470761059427113
1.244033018222261	6.286860148428088	5.166784630555216	-0.0036195170220234348
1.1613046169850758	6.162574195854942	5.455748992374557	-0.0037314039789997392
1.0800179074929002	6.0373408879714905	5.729407858620329	-0.004761244203003148
1.000495448903452	5.910979892688866	5.989995780211868	-0.005259481984000826
0.9229557000066908	5.78339256601029	6.239247211723072	-0.005480896336321421
0.8475084161592807	5.654557084994522	6.077269891261028	-0.00538936408128937
0.7741120669851931	5.524541246660414	5.683208553160062	-0.005488425095967021
0.7030819579631409	5.3932179969715985	5.257217162275284	-0.010679231498208194
0.6363505103846308	5.259657522820566	4.789634500058828	-0.017279156678422215
0.576722804206371	5.122775518135596	4.264460650978068	-0.025777871350520183
0.5280611243847364	4.981620567353579	3.651044398954545	-0.03869352056519433
0.49636668417642404	4.835723355294633	2.9674630183377215	-0.05857359015811571
0.49111643262522087	4.686551351398018	2.4040376576275473	-0.08924624288531846
0.524677956803691	4.541208413612566	2.171232244919587	-0.1094107297269293
0.6001835681060612	4.412473153801486	2.558858569129972	-0.078773457804907
0.7038209847204282	4.3050345649511765	3.0352367071348336	-0.055987018850309926
0.8241306068420915	4.216602957917061	3.5076265937183515	-0.04192236419565123
0.954668281167887	4.144116872372459	3.903728139962766	-0.03384646713942479
1.0919366007027254	4.085365766850547	4.1722803710522465	-0.029629580681590162
1.2339309199391497	4.039200206045724	4.226947830304249	-0.028868133119154656
1.379394105785801	4.0055309852872	4.1684127831129665	-0.029684588751725985
1.5272460449805365	3.9847603020158573	4.245367443531608	-0.028618172987788796
1.6763267392302357	3.976633648835259	4.431005086262549	-0.02627047816034573
1.8255854878061193	3.9801668957857412	4.755934982170406	-0.022803455224522002
1.9742605804001432	3.9938195364637927	5.069859855710114	-0.018627205890247012
2.1219498249992252	4.015696777683363	5.364346876635757	-0.014003775344520502
2.268593832053286	4.0437401939855935	5.642668487472911	-0.00951260223026616
2.4144241467028422	4.075746554101633	5.907261972637074	-0.0020118947250707796
2.5600653801210385	4.108603832517451	5.691504813545687	0.006082164249599488
2.706275499572401	4.138827865741721	5.266245456953392	0.013946080590754433
2.8536139470692667	4.162956070457804	4.799645360401735	0.021555604062287292
3.00219265367185	4.177624847539267	4.275891194078144	0.02821104565832096
3.15147889946887	4.179822284283469	3.9125314088543686	0.033694328121037696
3.300262114944852	4.1673270270322185	3.843381217549754	0.03491769344900831
3.446984069035752	4.139649539265287	3.9645568920555294	0.03281581282334016
3.590231859172029	4.097520524268456	3.8624774750509787	0.03457327775605922
3.7283222007904335	4.040729140024453	3.617287008644189	0.03941908484744909
3.858711146200271	3.9679645721824706	3.2530285671634527	0.04874125647536994
3.977042812223269	3.87693597258529	2.8502266988675427	0.06349121921976222
4.075851551334672	3.765005062275277	2.4188088266521333	0.08815955416668321
4.142978891865031	3.631765146931114	2.351295059997728	0.09329496624562857
4.172264492976348	3.4854362479231824	2.7734949122553876	0.06705292502401444
4.171292825460762	3.3361461483990222	3.3117805998259193	0.045178655192623846
4.149803966753158	3.188396682810037	3.7626074770228777	0.029794892183615963
4.114936974132673	3.0432194233884484	4.159421493404855	0.019446562438308074
4.071559574620123	2.900355927412111	4.518374394479145	0.01170417700688634
4.023202181612644	2.7591020215610147	4.848807512954998	0.0045055779163114046
3.972746227136648	2.618583752584737	5.156723087400545	0.002480917054677553
3.9212332949892	2.478450577049923	5.446250630208823	0.002443944733537041
3.8687034000426603	2.338695172078271	5.720387085656964	0.002378110199715805
3.815184012747375	2.19931576902675	5.981386060385345	0.0022122952995631846
3.760747661229253	2.0602919260869488	6.230996306530086	0.0019647548980043137
3.705498219019397	1.921589203468569	6.470607309645462	0.0016562029738788505
3.649566726777401	1.783160103158588	6.701345361665054	0.0012657521221393702
3.59311670720313	1.6449416375374817	6.924138739614902	0.0007711678974353383
3.5363464068613766	1.5068544068922876	7.139763450538609	0.0003023806526306281
3.479450800386564	1.3688187593618615	7.34887617763868	-0.0001478366851570722
3.422615975244984	1.2307580736668058	7.552038590305374	-0.0005935882023803574
3.3660246545172345	1.092597400119402	7.749735591418594	-0.0010158391499355938
3.3098580460280047	0.9542635161156063	7.942389319214265	-0.0015302804810163704
